Id,Name,Beer Full Name,Style,Brewery,Description,ABV,Min IBU,Max IBU,Rating,User Rating,User Comment
2420,White Birch Tavern Ale,White Birch Brewing White Birch Tavern Ale,Smoked Beer,White Birch Brewing,"Butter’s Tavern was a fixture of Concord, NH in the eighteenth century. Inspired by their loggerhead ale, we’ve created a Smoked Imperial Brown Ale. Hearty malts, with a nuanced smokiness and smooth finish create our interpretation of this historic ale. We hope you enjoy this slice of New Hampshire history.",8.0,20,30,3.840909,,
2421,Simple Malt Double Porter,Brasseurs Illimités Simple Malt Double Porter,Smoked Beer,Brasseurs Illimités,,6.4,20,30,3.763889,,
2422,Adelscott,Brasserie Fischer / Fischer Biere d' Alsace Adelscott,Smoked Beer,Brasserie Fischer / Fischer Biere d' Alsace,,6.4,20,30,2.5,,
2423,Rökporter,the Nils Oscar Company Nils Oscar Rökporter,Smoked Beer,the Nils Oscar Company,Hopped with Fuggles and Amarillo. 14.8° Plato.,5.9,20,30,4.083333,,
2424,Rex Attitude,Yeastie Boys Rex Attitude,Smoked Beer,Yeastie Boys,,7.0,20,30,3.785714,,
2425,Hogwash!,Fullsteam Brewery Hogwash!,Smoked Beer,Fullsteam Brewery,Hickory Smoked Brown Porter brewed to be paired with North Carolina Barbecue.,6.5,20,30,3.909091,,
2426,Bravoure,Brouwerij De Dochter van de Korenaar Bravoure,Smoked Beer,Brouwerij De Dochter van de Korenaar,,6.5,20,30,3.84375,,
2427,Hogwash,Jackie O's Pub & Brewery Hogwash,Smoked Beer,Jackie O's Pub & Brewery,"The Jackie O's take on a breakfast beer, Hogwash was designed to taste like breakfast sausage. German smoked malt, local maple syrup, and lavender was used to evoke the thought of breakfast sausage.",4.5,20,30,3.944444,,
2428,Backyard Ale,Flying Dog Brewery Backyard Ale,Smoked Beer,Flying Dog Brewery,,7.5,20,30,3.666667,,
2429,Black Cabin Smoked Ale,Crown Valley Brewing & Distilling Co. Black Cabin Smoked Ale,Smoked Beer,Crown Valley Brewing & Distilling Co.,"The flavorful, smoky undertones of our smoked ale are enhanced by the chocolate, black and smoked malt.25 IBU",5.6,20,30,3.625,,
2430,Wild Fire Wheat,Bootlegger's Brewery Wild Fire Wheat,Smoked Beer,Bootlegger's Brewery,,5.0,20,30,3.535714,,
2431,Smoaktoberfest,Live Oak Brewing Company Live Oak Oaktoberfest,Smoked Beer,Live Oak Brewing Company,,5.8,20,30,4.096774,,
2432,Festina Pêche,Dogfish Head Brewery Festina Pêche,Sour - Berliner Weisse,Dogfish Head Brewery,"In Festina Peche, since the natural peach sugars are eaten by the yeast, the fruit complexity is woven into both the aroma and the taste of the beer so there is no need to doctor it with woodruff or raspberry syrup. Just open and enjoy!8 IBU",4.5,3,6,3.689227,,
2433,1809,Professor Fritz Briem Professor Fritz Briem 1809 Berliner Weisse,Sour - Berliner Weisse,Professor Fritz Briem,"Already in the 1600s the Berliner Weisse Style Beer was mentioned in documents by the French reformers ""Huguenots"" as they crossed Berlin on their way to Flanders. In 1809, the Emperor Napoleon and his troops celebrated their Prussian victory with it.This Berliner Weisse Style Beer is brewed with traditional mash hoping [sic] and without wort boiling. This along with a traditional strain of lactic acid bacteria provide a fruity and dry but palateful character. A character that Napoleon and his troops characterized as ""lively"" and ""elegant"".Historic Signature Series:Forgotten styles brewed according to their historic recipes by Dr. Fritz Briem, of the Doemens Institute.",5.0,3,6,4.176108,,
2434,Deesko!,Three Floyds Brewing Co. & Brewpub Deesko,Sour - Berliner Weisse,Three Floyds Brewing Co. & Brewpub,"A Munster-style Berliner Weiss. Tart, refreshing, and perfect for summer.",6.5,3,6,3.857143,,
2435,Tartare,Bear Republic Brewing Co. Tartare,Sour - Berliner Weisse,Bear Republic Brewing Co.,"One of the world's classic sour beer styles, Tartare is Bear Republic's interpretation of Berliner Weisse, the tart, low-alcohol beer style dubbed as ""The Champagne of the North."" Bronze medal at the 2011 Festival of Wood and Barrel Aged Beer in the Wild Beer/Acidic Category Winner at 2013 Good Food Awards, Adventurous, Barreled, Big, Bawdy, & Belgian Beer Category",4.0,3,6,4.409091,,
2436,Berliner Weisse,White Birch Brewing White Birch Berliner Weisse,Sour - Berliner Weisse,White Birch Brewing,Our approach was to brew this beer with Lactobacilius for a refreshing and authentic interpretation of a classic summer refresher.,5.5,3,6,3.968354,,
2437,Berliner Style Weisse,Gasthaus & Gosebrauerei Bayerischer Bahnhof Berliner Style Weisse,Sour - Berliner Weisse,Gasthaus & Gosebrauerei Bayerischer Bahnhof,"Huguenots may have originated the style as they traveled through France to Flanders, having first mentioned it in the 1600s. Later, in 1809, Napoleon and his troops identified Berliner Weisse as the ""Champagne of the North"". He requested the beer be served with syrup to cut its extreme level of acidity. Our interpretation is a slightly softer, more mellow version of the ""Berliner Weisse"" style with a beautiful balance of tartness, fruitness, and sweetness.",3.0,3,6,3.856589,,
2438,Sour Wench,Ballast Point Brewing Company Sour Wench Blackberry Ale,Sour - Berliner Weisse,Ballast Point Brewing Company,"Our Sour Wench Blackberry Ale is a fruity Berliner Weisse-style beer bursting with Oregon blackberry flavor and aroma. The fruit addition adds a beautiful violet hue, and the taste has an approachable soft tartness from kettle souring. This artful gypsy will surely lure you into the world of sour beers.10 IBU",7.0,3,6,3.388889,,
2439,Berliner Kindl Weisse,Berliner Kindl Brauerei Berliner Kindl Weisse,Sour - Berliner Weisse,Berliner Kindl Brauerei,,3.0,3,6,3.580838,,
2440,Berliner Weisse,Jackie O's Pub & Brewery Berliner Weiss,Sour - Berliner Weisse,Jackie O's Pub & Brewery,Sour wheat ale fermented with Jackie O’s house lactobacillus and brettanomyces cultures. Produced via a unique Solera method ensuring consistency and variation over time. This is not a kettle sour.,5.54,3,6,3.944444,,
2441,Ching Ching,Bend Brewing Company Ching Ching,Sour - Berliner Weisse,Bend Brewing Company,,4.5,3,6,3.6,,
2442,La Folie,New Belgium Brewing La Folie,Sour - Flanders Oud Bruin,New Belgium Brewing,Flemish Sour Brown Ale fermented in stainless then transferred to barrels for 1-4 years of aging then blended to taste.,7.0,20,25,4.061252,,
2443,Monk's Café Flemish Sour Ale,Brouwerij Van Steenberge N.V. Monk's Café Flemish Sour Ale,Sour - Flanders Oud Bruin,Brouwerij Van Steenberge N.V.,"Brewed for Monk's Café in Philadelphia, but also available for retail purchase elsewhere. Oud Bruin in style; a traditional blend of young and old beers.",5.5,20,25,3.828522,,
2444,The Dissident,Deschutes Brewery The Dissident,Sour - Flanders Oud Bruin,Deschutes Brewery,"Flanders style sour brown brewed with dark candi sugar and Oregon Montmorency cherries, aged in Pinot Noir barrels.30 IBUFirst release (9.0% ABV) - August 2008Second release (10.5% ABV) - November 2010 (~118bbl)Third release (11.4% ABV) - October 2012Fourth release (10.7% ABV) - December 2014",10.9,20,25,4.111748,,
2445,Goudenband,Brouwerij Liefmans Goudenband,Sour - Flanders Oud Bruin,Brouwerij Liefmans,,8.0,20,25,4.133262,,
2446,Madame Rose,Goose Island Beer Co. Madame Rose,Sour - Flanders Oud Bruin,Goose Island Beer Co.,Belgian-style wild ale aged in French oak Cabernet Sauvignon barrels with the addition of Michigan cherries and heavily inoculated with Brettanomyces.,7.1,20,25,4.11875,,
2447,Rosso E Marrone,Captain Lawrence Brewing Co. Rosso E Marrone,Sour - Flanders Oud Bruin,Captain Lawrence Brewing Co.,"Red wine grapes mixed with sour brown ale to create this truly unique sensory experience. Aged in oak barrels with Brettanomyces to help marry the flavors and impart a distinct sour character found nowhere else. Rich, vinous, tart and tangy are the flavors of this classic American Sour Ale.",10.0,20,25,4.182171,,
2448,Bacchus,Brouwerij Van Honsebrouck N.V. Bacchus,Sour - Flanders Oud Bruin,Brouwerij Van Honsebrouck N.V.,,4.5,20,25,3.655303,,
2449,Haandbakk,HaandBryggeriet Haandbakk,Sour - Flanders Oud Bruin,HaandBryggeriet,"This is a recreation of a Norwegian style naturally soured ale, aged in oak wine barrels for 18 months for the authentic sour flavour. The first wild yeast-fermented beer brewed in Norway for over 100 years.15 IBU",8.5,20,25,4.134286,,
2450,Cuvee Freddy,Picobrouwerij Alvinne / Den Bierzolder Cuvee Freddy,Sour - Flanders Oud Bruin,Picobrouwerij Alvinne / Den Bierzolder,,8.0,20,25,4.020833,,
2451,Cherry Oud Bruin,Kuhnhenn Brewing Company Kuhnhenn Cherry Olde Brune,Sour - Flanders Oud Bruin,Kuhnhenn Brewing Company,"This is a Flanders Sour Brown Ale which has the characteristics of sherry with a sweet fruity aroma. It is dark reddish brown in color and is high in acidity, sweetness and sourness. This is a complex beer that should be imbibed with notice to it’s high alcohol content.",10.5,20,25,3.762195,,
2452,Aardmonnik - Earthmonk,De Struise Brouwers Aardmonnik - Earthmonk,Sour - Flanders Oud Bruin,De Struise Brouwers,"Brewed and bottled on the Deca Brewery in Woesten-Vleteren.Oud Vlaams Bruin - Blend 30% Old & 70% NewEBC:52, IBU:15, OG:1078, FG:1018, ABV:??Hops: Bramling Cross, Hallertau MF",8.0,20,25,3.908497,,
2453,Madamin,LoverBeer Madamin,Sour - Flanders Oud Bruin,LoverBeer,"Oak amber ale. Fermented and maturated only in oak vats. The name ""Madamin"" is a piedmontese word meaning ""young lady"". Available in 375 ml or 750 ml bottles.",5.7,20,25,4.0,,
2454,Grande Dame Oud Bruin,Brasserie Trois Dames Grande Dame Oud Bruin,Sour - Flanders Oud Bruin,Brasserie Trois Dames,"A sour brown ale, brewed in the Flemish tradition, that rivals even the best Oud Bruins coming out of Belgium. Elegant and rustic, and full of complex flavors, berries, spice, and a hint of nuttiness, this is a great beer to share with friends on a special occasion.Born of the fortuitous encounter between a strong stout and fermented apricots from the Valais, which never reached the distillers. Our Oud Bruin (Flemish for “Old Brown”) is a rather unorthodox take on the style. It nevertheless boasts the typical sweet and sour balance between a solid malty, toffee-like, chocolaty, roasted and fruity backbone. Into this the fermented apricots merge seamlessly, with their lactic sourness, leathery and horse blanket notes from wild yeasts and a discrete touch of apricot deep down. It finally evolves harmoniously into a slightly bitter finish. Altogether a pretty unique yet very drinkable beer.",7.2,20,25,3.970588,,
2455,Old Growth,Trinity Brewing Company Old Growth,Sour - Flanders Oud Bruin,Trinity Brewing Company,Flemish-inspired Brown Ale aged in French oak barrels.,5.5,20,25,3.088889,,
2456,Undressed,Picobrouwerij Alvinne / Den Bierzolder Wild Undressed,Sour - Flanders Oud Bruin,Picobrouwerij Alvinne / Den Bierzolder,"Almost unhopped brown ale, the base beer for Morpheus Wild and Kerasus, undressed for the fans of the true ""oud bruin"" style.",6.9,20,25,3.923077,,
2457,Oud Bruin Belgian Style Ale,Grand Teton Brewing Co. Oud Bruin,Sour - Flanders Oud Bruin,Grand Teton Brewing Co.,"Our Oud Bruin is firmly in the East Flanders tradition. We used American 2-row barley and German melanoidin malt (for red color) as well as maize (to lighten the body). The wort was simmered in the kettle for 24 hours and then hopped lightly with English Kent Goldings for balance.We fermented with a Flemish blend of yeast and bacteria cultures, including lactobacillus, pediococcus, and brettanomyces. It took six months at cellar temperature for the culture to achieve the style’s characteristic quenching sourness. Finally, we bottle-conditioned the beer according to the “methode champenoise,” so it, too, can be laid down, to be brought out when it can be truly enjoyed.",6.0,20,25,3.4,,
2458,Chunga's Old Bruin,Jackie O's Pub & Brewery Chunga's Old Bruin,Sour - Flanders Oud Bruin,Jackie O's Pub & Brewery,"A Flanders style brown ale. We took Chomo-lung-ma (our organic honey nut brown) and aged it in a second generation Woodford Reserve barrel (subtle bourbon flavor, notes of American oak) for four months with 30lbs of tart cherries and a specially blended culture of wild yeast and beer souring bacteria. Chunga's Old Bruin exhibits and aroma of sweet cherries and faint chocolate/ roasted malt complemented by a faint oak bouquet. The flavor has a pronounced sour character with the caramel, chocolate, and roasted malt finish.",8.5,20,25,4.075,,
2459,SoBro,Three Floyds Brewing Co. & Brewpub SoBro,Sour - Flanders Oud Bruin,Three Floyds Brewing Co. & Brewpub,,6.0,20,25,4.25,,
2460,Oud Bruin,Brouwerij Liefmans Oud Bruin,Sour - Flanders Oud Bruin,Brouwerij Liefmans,,5.0,20,25,3.742857,,
2461,Le Serpent,Snake River Brewing Company & Brewpub Le Serpent,Sour - Flanders Oud Bruin,Snake River Brewing Company & Brewpub,"Cory’s endeavor into the realm of Flanders style sour ale. Extremely rare, inoculated with multiple souring organisms and laid down in French oak barrels for over one year, Le Serpent is an example of a Belgian sour brown at it’s finest. On draft in the pub for a short time and also hand-bottled and bottle-conditioned. There is a very limited quantity of 750 ml bottles available for take away. Act quickly to experience this exotic beer style!",8.0,20,25,4.083333,,
2462,Duchesse De Bourgogne,Brouwerij Verhaeghe Duchesse De Bourgogne,Sour - Flanders Red Ale,Brouwerij Verhaeghe,"Belgian top-fermented reddish-brown ale, a blend of 8 and 18 months old beers following the careful maturation in oak casks.",6.2,10,25,3.942083,,
2463,Rodenbach Grand Cru,Brouwerij Rodenbach N.V. Rodenbach Grand Cru,Sour - Flanders Red Ale,Brouwerij Rodenbach N.V.,Flanders Red Ale- a blend of 1/3 young beer and 2/3 aged beer matured for 2 years in oak foeders. The original sour ale.,6.0,10,25,4.11344,,
2464,Cuvée Des Jacobins Rouge,Brouwerij Bockor N.V. Cuvee Des Jacobins Rouge,Sour - Flanders Red Ale,Brouwerij Bockor N.V.,"Cuvée des Jacobins Rouge is a Flemish Sour Ale, red in color with a beguiling balance of malty sweetness and acidic sharpness. It is made from spontaneously fermented and barrel-aged beer of at least 18 months in age. The beer is cooled overnight in a large, shallow metal vessel called a coolship and then fermented and aged in large oak foudres which are made in France and assembled on-site at Bockor.",5.5,10,25,4.196296,,
2465,Red Poppy,The Lost Abbey Double Red Poppy,Sour - Flanders Red Ale,The Lost Abbey,"Perhaps no country embraces the use of fruit in beers more so than Belgium. Numerous traditional as well as regional specialty ales are infused with every sort of fruit imaginable. In this way, the flavor of the fruit becomes especially prominent.Red Poppy Ale is a veritable celebration of Sour Cherries in an explosion of aromas and tastes. Brewed from a brown ale base and aged in our oak barrels for over 6 months, this beer is not for the faint of heart.The Golden Poppy is the state flower of California and the Red Poppy is found in Flanders Fields where our inspiration for this beer comes from.",6.5,10,25,4.321429,,
2466,La Roja,Jolly Pumpkin Artisan Ales La Roja,Sour - Flanders Red Ale,Jolly Pumpkin Artisan Ales,"An artisan amber ale brewed in the Flanders tradition. Deep amber with earthy caramel, spice, and sour fruit notes developed through natural barrel aging. Unfiltered, unpasteurized and blended from barrels ranging in age from two to ten months.",7.2,10,25,3.915902,,
2467,Rodenbach Classic (Red),Brouwerij Rodenbach N.V. Rodenbach Classic (Red),Sour - Flanders Red Ale,Brouwerij Rodenbach N.V.,ABV varies 5.0-5.2% ABV,5.2,10,25,4.095865,,
2468,Rodenbach Caractère Rouge,Brouwerij Rodenbach N.V. Rodenbach Caractère Rouge,Sour - Flanders Red Ale,Brouwerij Rodenbach N.V.,"Flanders Red Ale- two-year ale matured in oak foeders, that is aged for an additional six months with cherries, raspberries and cranberries. Vinous and very complex with notes of wood and caramel. The brewer allow the beer to macerate with fresh cherries, raspberries and cranberries. After this maceration in oak, the beer re-ferments in the bottle. The result is RODENBACH Caractère Rouge, an exceptional RODENBACH with fruit maceration and a 7% alcohol volume. The brew is more than unique and extremely exclusive, as only 900 75-cl bottles were produced (first batch). Geunes serves this wilful beer as part of his other unique range of beer varieties in his restaurant, ’t Zilte, at the Antwerp MAS museum.",7.0,10,25,4.5,,
